,District,Year,Avg_Rainfall,Avg_Temperature,Crop_Yield,Irrigation_Area,Rain_Next_1,Rain_Next_24,Rain_Next_7d
52,PK204,1989,4.699486111111111,19.541076666666665,2973.113131313132,118.70491803278688,9.037936894223092,2.0782232161072396,2.1821343769126016
53,PK204,1990,5.1086833333333335,20.35334166666667,2973.113131313132,118.70491803278688,6.596242133761941,1.7516601403116543,1.839243147327237
54,PK204,1991,4.175238888888889,19.842869166666667,2973.113131313132,118.70491803278688,8.122099382296204,1.9566338017266247,2.054465491812956
55,PK204,1992,5.265980555555555,19.705821666666665,2973.113131313132,118.70491803278688,8.250733794865011,1.9740246741319687,2.072725907838567
56,PK204,1993,3.677508333333333,20.407645,2973.113131313132,118.70491803278688,4.78792872865647,1.509516313023429,1.5849921286746005
57,PK204,1994,6.2675777777777775,20.11169333333333,2973.113131313132,118.70491803278688,10.74818301194608,2.3085918894775213,2.4240214839513974
58,PK204,1995,5.300827777777778,19.943789166666665,2973.113131313132,118.70491803278688,10.096101917359231,2.220494872642556,2.331519616274684
59,PK204,1996,3.9377,19.8598875,2973.113131313132,118.70491803278688,9.610216954308747,2.1559120397809903,2.26370764177004
60,PK204,1997,6.040572222222222,19.44473916666667,2973.113131313132,118.70491803278688,10.97502565833628,2.3384023993077374,2.4553225192731243
61,PK204,1998,4.689244444444444,20.465836666666664,2973.113131313132,118.70491803278688,8.417781182052194,1.9953828550165529,2.0951519977673807
62,PK204,1999,4.620788888888889,20.8558725,2973.113131313132,118.70491803278688,11.10613018259704,2.356557027341424,2.474384878708495
63,PK204,2000,3.5481111111111105,20.692855833333336,2958.943566591422,118.39051918735892,10.954529612511395,2.335099410772198,2.4518543813108082
64,PK204,2001,5.814177777777778,20.78021833333333,2975.5116279069766,118.19873150105708,10.192055008158086,2.232805124476801,2.344445380700641
65,PK204,2002,3.044,20.80696083333333,2958.4765957446807,118.42978723404256,10.389218796128032,2.259570371574038,2.3725488901527396
66,PK204,2003,6.9750000000000005,20.334099166666665,2932.0621118012423,118.38302277432712,3.8044967522397632,1.3764321588480815,1.4452537667904857
67,PK204,2004,3.471033333333333,21.051189166666667,2974.6029411764707,121.56302521008404,10.965873265835642,2.337581394751121,2.454460464488677
68,PK204,2005,6.312430555555555,20.1510325,3013.8453608247423,119.97731958762888,0.8276283632427452,0.9767176700082926,1.0255535535087072
69,PK204,2006,7.399775000000001,20.994692500000003,2952.9848484848485,119.13636363636364,3.9572330058619376,1.3974173344461256,1.4672882011684318
70,PK204,2007,8.023180555555555,20.61802833333333,2983.6586433260395,120.47045951859955,0.0,0.7150602392045163,0.7508132511647422
71,PK204,2008,6.975222222222222,20.514409166666667,2981.4894957983192,120.32142857142856,9.98961738976538,2.2077839205605287,2.318173116588555
72,PK204,2009,5.848488888888889,20.910591666666665,2987.00390625,119.109375,3.2802566127508874,1.3070071862830457,1.3723575455971981
73,PK204,2010,7.287333333333333,20.9999225,2947.7572614107885,115.64522821576764,6.682976414853333,1.7635601222433142,1.85173812835548
74,PK204,2011,7.644591666666667,20.724895,2957.92259414226,117.52719665271968,9.212753066602348,2.174206219999245,2.2829165309992074
75,PK204,2012,5.509158333333334,20.05353583333333,2974.3297413793102,119.21120689655172,8.909337971764801,2.1332005660572406,2.2398605943601027
76,PK204,2013,7.465394444444445,20.652716666666667,2967.127155172414,116.41163793103448,7.040890123400091,1.8116510809990263,1.9022336350489777
77,PK204,2014,4.341075,20.527867500000003,2973.113131313132,118.6969696969697,10.07473281481564,2.219037750105063,2.3299896376103164
78,PK204,2015,6.495980555555555,20.559059166666668,3006.1066098081023,119.55863539445627,11.139999916067717,2.3601362049870205,2.4781430152363715
79,PK204,2016,8.411419444444444,21.414616666666664,2985.3758389261743,120.28187919463087,10.296814716380833,2.246221442505345,2.358532514630612
80,PK204,2017,7.682186111111111,20.4173975,2969.108481262328,118.1577909270217,10.892301252731679,2.3274825148031115,2.443856640543267
81,PK204,2018,4.017991666666666,20.4173975,2958.949494949495,119.38383838383838,0.0,0.12843469619688896,0.13485643100673342
82,PK204,2019,10.176497222222222,20.4173975,2959.0443037974683,117.30801687763712,11.05685774116218,2.3496724529027944,2.4671560755479343
83,PK204,2020,9.19571388888889,20.4173975,2975.688524590164,118.70491803278688,0.0,0.5794823555136711,0.6084564732893547
84,PK204,2021,6.048780555555556,20.4173975,2973.113131313132,118.70491803278688,6.829373120734094,1.7834346263827137,1.8726063577018495
85,PK204,2022,12.100375,20.4173975,2973.113131313132,118.70491803278688,10.391055155846475,2.2610488304279754,2.374101271949374
86,PK204,2023,7.740080555555555,20.4173975,2973.113131313132,118.70491803278688,0.0,0.0,0.0
87,PK204,2024,8.509671428571428,20.4173975,2973.113131313132,118.70491803278688,0.0,0.0,0.0
90,PK209,1983,3.4968222222222223,19.61171833333333,2973.113131313132,118.70491803278688,0.0,0.0,0.0
91,PK209,1984,2.7862638888888887,19.920436666666667,2973.113131313132,118.70491803278688,0.0,0.0,0.0
92,PK209,1985,2.834713888888889,20.2429075,2973.113131313132,118.70491803278688,0.0,0.0,0.0
93,PK209,1986,2.508036111111111,19.5789925,2973.113131313132,118.70491803278688,0.0,0.0,0.0
94,PK209,1987,2.2104055555555555,20.42715,2973.113131313132,118.70491803278688,0.0,0.417404534426766,0.4382747611481043
95,PK209,1988,3.741808333333333,20.858066666666662,2973.113131313132,118.70491803278688,0.0,0.10213791855846861,0.10724481448639205
96,PK209,1989,2.8180916666666667,19.541076666666665,2973.113131313132,118.70491803278688,0.0,0.0,0.0
97,PK209,1990,3.1601222222222223,20.35334166666667,2973.113131313132,118.70491803278688,0.0,0.0,0.0
98,PK209,1991,2.5615361111111112,19.842869166666667,2973.113131313132,118.70491803278688,0.0,0.0,0.0
99,PK209,1992,3.5379027777777776,19.705821666666665,2973.113131313132,118.70491803278688,0.0,0.0,0.0
100,PK209,1993,2.2864222222222224,20.407645,2973.113131313132,118.70491803278688,0.0,0.0,0.0
101,PK209,1994,4.2412,20.11169333333333,2973.113131313132,118.70491803278688,0.0,0.5308080069412787,0.5573484072883427
102,PK209,1995,3.2067694444444443,19.943789166666665,2973.113131313132,118.70491803278688,0.0,0.0,0.0
103,PK209,1996,2.233422222222222,19.8598875,2973.113131313132,118.70491803278688,0.0,0.0,0.0
104,PK209,1997,3.590394444444444,19.44473916666667,2973.113131313132,118.70491803278688,0.0,0.5116271232118228,0.537208479372414
105,PK209,1998,2.8453083333333336,20.465836666666664,2973.113131313132,118.70491803278688,0.0,0.0,0.0
106,PK209,1999,2.8102083333333336,20.8558725,2973.113131313132,118.70491803278688,0.0,0.7081579619607575,0.7435658600587954
107,PK209,2000,1.888275,20.692855833333336,2958.943566591422,118.39051918735892,0.0,0.3676496176144705,0.38603209849519404
108,PK209,2001,3.0746944444444444,20.78021833333333,2975.5116279069766,118.19873150105708,0.0,0.0,0.0
109,PK209,2002,1.654438888888889,20.80696083333333,2958.4765957446807,118.42978723404256,0.0,0.13981719851711047,0.146808058442966
110,PK209,2003,4.077608333333334,20.334099166666665,2932.0621118012423,118.38302277432712,0.0,0.0,0.0
111,PK209,2004,1.938811111111112,21.051189166666667,2974.6029411764707,121.56302521008404,0.0,0.0,0.0
112,PK209,2005,3.508388888888889,20.1510325,3013.8453608247423,119.97731958762888,0.0,0.0,0.0
113,PK209,2006,3.8468416666666654,20.994692500000003,2952.9848484848485,119.13636363636364,0.0,0.0,0.0
114,PK209,2007,4.910377777777778,20.61802833333333,2983.6586433260395,120.47045951859955,0.0,0.0,0.0
115,PK209,2008,3.549469444444445,20.514409166666667,2981.4894957983192,120.32142857142856,0.0,0.4303824439651036,0.4519015661633588
116,PK209,2009,3.593505555555556,20.910591666666665,2987.00390625,119.109375,0.0,0.0,0.0
117,PK209,2010,3.9088305555555554,20.9999225,2947.7572614107885,115.64522821576764,0.0,0.0,0.0
118,PK209,2011,4.763808333333333,20.724895,2957.92259414226,117.52719665271968,0.0,0.0,0.0
119,PK209,2012,2.9261250000000003,20.05353583333333,2974.3297413793102,119.21120689655172,0.0,0.0,0.0
120,PK209,2013,4.511972222222223,20.652716666666667,2967.127155172414,116.41163793103448,0.0,0.0,0.0
121,PK209,2014,2.413536111111111,20.527867500000003,2973.113131313132,118.6969696969697,0.0,0.722084767203965,0.7581890055641632
122,PK209,2015,3.897936111111112,20.559059166666668,3006.1066098081023,119.55863539445627,0.0,0.5676156455606218,0.5959964278386529
123,PK209,2016,3.793383333333333,21.414616666666664,2985.3758389261743,120.28187919463087,0.0,0.0,0.0
124,PK209,2017,4.428794444444445,20.4173975,2969.108481262328,118.1577909270217,0.0,0.297008580637599,0.31185900966947894
125,PK209,2018,2.364538888888889,20.4173975,2958.949494949495,119.38383838383838,0.0,0.0,0.0
126,PK209,2019,6.623130555555556,20.4173975,2959.0443037974683,117.30801687763712,0.0,0.730844043355433,0.7673862455232047
127,PK209,2020,5.189938888888888,20.4173975,2975.688524590164,118.70491803278688,0.0,0.0,0.0
128,PK209,2021,3.1815,20.4173975,2973.113131313132,118.70491803278688,0.0,0.0,0.0
129,PK209,2022,8.363463888888889,20.4173975,2973.113131313132,118.70491803278688,0.0,0.0,0.0
130,PK209,2023,4.964247222222222,20.4173975,2973.113131313132,118.70491803278688,0.0,0.0,0.0
131,PK209,2024,5.1870666666666665,20.4173975,2973.113131313132,118.70491803278688,0.0,0.0,0.0
134,PK211,1983,3.229172222222222,19.61171833333333,2973.113131313132,118.70491803278688,3.8877190333947533,1.3809769210005178,1.4500257670505439
135,PK211,1984,2.6120222222222225,19.920436666666667,2973.113131313132,118.70491803278688,11.881275770407914,2.4578471970099955,2.5807395568604954
136,PK211,1985,2.4898055555555554,20.2429075,2973.113131313132,118.70491803278688,11.867858480626342,2.455788770600036,2.5785782091300375
137,PK211,1986,2.5475416666666666,19.5789925,2973.113131313132,118.70491803278688,11.764154349690674,2.438526634345576,2.5604529660628548
138,PK211,1987,2.696013888888889,20.42715,2973.113131313132,118.70491803278688,11.74668104727864,2.4352056895041208,2.556965973979327
139,PK211,1988,3.484130555555556,20.858066666666662,2973.113131313132,118.70491803278688,11.698836322289704,2.4270968752531967,2.5484517190158567
140,PK211,1989,2.4492,19.541076666666665,2973.113131313132,118.70491803278688,11.672082862979172,2.4231897520863757,2.5443492396906944
141,PK211,1990,3.045697222222222,20.35334166666667,2973.113131313132,118.70491803278688,11.246120416527985,2.368740317530309,2.4871773334068243
142,PK211,1991,2.323947222222222,19.842869166666667,2973.113131313132,118.70491803278688,11.739412672644852,2.434938246171301,2.556685158479866
143,PK211,1992,3.3803027777777777,19.705821666666665,2973.113131313132,118.70491803278688,11.634053688555953,2.4170098253420247,2.537860316609126
144,PK211,1993,2.2413666666666665,20.407645,2973.113131313132,118.70491803278688,11.271624623948334,2.3703433720222358,2.4888605406233477
145,PK211,1994,3.742863888888889,20.11169333333333,2973.113131313132,118.70491803278688,11.776598196440933,2.439553904044504,2.561531599246729
146,PK211,1995,3.551997222222222,19.943789166666665,2973.113131313132,118.70491803278688,11.79025884698033,2.442885326918585,2.5650295932645144
147,PK211,1996,2.352861111111112,19.8598875,2973.113131313132,118.70491803278688,10.571686636334656,2.2810253263849773,2.395076592704226
148,PK211,1997,3.5231111111111115,19.44473916666667,2973.113131313132,118.70491803278688,11.468600821334121,2.396473726392413,2.516297412712034
149,PK211,1998,2.72045,20.465836666666664,2973.113131313132,118.70491803278688,11.77656574833989,2.4406352539118377,2.5626670166074295
150,PK211,1999,3.020511111111111,20.8558725,2973.113131313132,118.70491803278688,11.879766933709382,2.4556490916650744,2.578431546248328
151,PK211,2000,1.9502444444444444,20.692855833333336,2958.943566591422,118.39051918735892,11.67714476674199,2.4237605513638485,2.544948578932041
152,PK211,2001,2.283161111111111,20.78021833333333,2975.5116279069766,118.19873150105708,11.568979021912812,2.4078683333753275,2.528261750044094
153,PK211,2002,1.8713583333333328,20.80696083333333,2958.4765957446807,118.42978723404256,11.674938295871018,2.4230594526806226,2.5442124253146536
154,PK211,2003,3.172138888888889,20.334099166666665,2932.0621118012423,118.38302277432712,11.565961348515748,2.4101431649591762,2.5306503232071353
155,PK211,2004,2.239827777777778,21.051189166666667,2974.6029411764707,121.56302521008404,11.761801862365006,2.43684144559788,2.5586835178777743
156,PK211,2005,3.9799833333333337,20.1510325,3013.8453608247423,119.97731958762888,10.405308998233078,2.252835616101945,2.3654773969070426
157,PK211,2006,3.1356083333333333,20.994692500000003,2952.9848484848485,119.13636363636364,10.541688366919754,2.27259414363019,2.3862238508117
158,PK211,2007,3.0483944444444444,20.61802833333333,2983.6586433260395,120.47045951859955,11.533010301905868,2.409587829229855,2.530067220691348
159,PK211,2008,3.2574,20.514409166666667,2981.4894957983192,120.32142857142856,11.738666366320846,2.437656366135551,2.5595391844423285
160,PK211,2009,3.782330555555556,20.910591666666665,2987.00390625,119.109375,11.811041855698821,2.4459388284272183,2.568235769848579
161,PK211,2010,2.994788888888889,20.9999225,2947.7572614107885,115.64522821576764,11.751256229525803,2.437852322245762,2.55974493835805
162,PK211,2011,2.871458333333333,20.724895,2957.92259414226,117.52719665271968,11.866820141392944,2.4532743807702,2.5759380998087105
163,PK211,2012,2.846494444444444,20.05353583333333,2974.3297413793102,119.21120689655172,11.937735466223954,2.4653368778329336,2.5886037217245805
164,PK211,2013,3.0934388888888886,20.652716666666667,2967.127155172414,116.41163793103448,9.765221532994508,2.1745549103350696,2.2832826558518233
165,PK211,2014,2.874055555555556,20.527867500000003,2973.113131313132,118.6969696969697,11.951006739550827,2.4666888820430892,2.5900233261452437
166,PK211,2015,2.7005833333333333,20.559059166666668,3006.1066098081023,119.55863539445627,11.831987104922531,2.447701503916208,2.5700865791120187
167,PK211,2016,2.694952777777777,21.414616666666664,2985.3758389261743,120.28187919463087,11.655712796002625,2.420679164768385,2.5417131230068044
168,PK211,2017,3.167283333333333,20.4173975,2969.108481262328,118.1577909270217,11.686798076802491,2.4248035381117217,2.5460437150173076
169,PK211,2018,1.90945,20.4173975,2958.949494949495,119.38383838383838,11.66663158200383,2.4228013043767445,2.543941369595582
170,PK211,2019,5.238988888888889,20.4173975,2959.0443037974683,117.30801687763712,11.740304995423553,2.433346599214895,2.5550139291756397
171,PK211,2020,3.9922472222222223,20.4173975,2975.688524590164,118.70491803278688,11.848616756707429,2.451956261165565,2.5745540742238435
172,PK211,2021,2.703055555555556,20.4173975,2973.113131313132,118.70491803278688,11.995882463294265,2.475250195203101,2.5990127049632563
173,PK211,2022,5.885225,20.4173975,2973.113131313132,118.70491803278688,11.778334169846772,2.445049125156674,2.5673015814145077
174,PK211,2023,2.9740472222222225,20.4173975,2973.113131313132,118.70491803278688,11.824167112570999,2.4511930547889307,2.5737527075283775
175,PK211,2024,7.2231523809523805,20.4173975,2973.113131313132,118.70491803278688,11.992605205088852,2.4737068823972113,2.597392226517072
178,PK215,1983,6.652272222222222,19.61171833333333,2973.113131313132,118.70491803278688,0.0,0.0,0.0
179,PK215,1984,6.139591666666666,19.920436666666667,2973.113131313132,118.70491803278688,11.610822876214979,2.425510213812317,2.5467857245029326
180,PK215,1985,5.173247222222222,20.2429075,2973.113131313132,118.70491803278688,11.748094567680358,2.4436951774404707,2.5658799363124944
181,PK215,1986,5.346363888888889,19.5789925,2973.113131313132,118.70491803278688,11.309267463168501,2.3844356921558565,2.5036574767636495
182,PK215,1987,4.7833250000000005,20.42715,2973.113131313132,118.70491803278688,11.816480968636272,2.4526448538098475,2.57527709650034
183,PK215,1988,6.828358333333333,20.858066666666662,2973.113131313132,118.70491803278688,11.9795630964756,2.4742961027320476,2.59801090786865
184,PK215,1989,6.107705555555556,19.541076666666665,2973.113131313132,118.70491803278688,11.260529401397703,2.3777979852359743,2.496687884497773
185,PK215,1990,6.323591666666667,20.35334166666667,2973.113131313132,118.70491803278688,10.370267077112196,2.25870263837191,2.3716377702905054
186,PK215,1991,5.177433333333333,19.842869166666667,2973.113131313132,118.70491803278688,11.52131478948593,2.4132522676409525,2.533914881023
187,PK215,1992,6.439783333333334,19.705821666666665,2973.113131313132,118.70491803278688,11.751000700730083,2.4442931013024105,2.566507756367531
188,PK215,1993,4.7816527777777775,20.407645,2973.113131313132,118.70491803278688,10.886954414081572,2.3282270888717242,2.4446384433153105
189,PK215,1994,6.399475,20.11169333333333,2973.113131313132,118.70491803278688,11.968741654777524,2.473191515292351,2.5968510910569687
190,PK215,1995,6.409408333333333,19.943789166666665,2973.113131313132,118.70491803278688,11.858239646673201,2.458390449201687,2.5813099716617716
191,PK215,1996,4.832577777777778,19.8598875,2973.113131313132,118.70491803278688,11.868541918754575,2.459911622938637,2.582907204085569
192,PK215,1997,6.896580555555556,19.44473916666667,2973.113131313132,118.70491803278688,12.013730946874617,2.4789856983354928,2.6029349832522675
193,PK215,1998,5.584616666666666,20.465836666666664,2973.113131313132,118.70491803278688,11.617588305282592,2.4257310129998864,2.547017563649881
194,PK215,1999,5.78605,20.8558725,2973.113131313132,118.70491803278688,12.033102463197705,2.4818368217139195,2.6059286627996157
195,PK215,2000,5.078697222222222,20.692855833333336,2958.943566591422,118.39051918735892,12.011865181064604,2.4790112174149606,2.602961778285709
196,PK215,2001,8.43436111111111,20.78021833333333,2975.5116279069766,118.19873150105708,11.946597853821514,2.470074469585841,2.593578193065133
197,PK215,2002,5.2000166666666665,20.80696083333333,2958.4765957446807,118.42978723404256,11.885530527657268,2.4617421521389216,2.5848292597458675
198,PK215,2003,7.102902777777778,20.334099166666665,2932.0621118012423,118.38302277432712,2.305892866572737,1.17635006979052,1.235167573280046
199,PK215,2004,5.300863888888888,21.051189166666667,2974.6029411764707,121.56302521008404,12.035211589765547,2.4823064741764216,2.606421797885243
200,PK215,2005,9.072691666666666,20.1510325,3013.8453608247423,119.97731958762888,0.0,0.22602176858397863,0.23732285701317757
201,PK215,2006,8.097647222222223,20.994692500000003,2952.9848484848485,119.13636363636364,9.19434586728215,2.101051849445824,2.2061044419181153
202,PK215,2007,8.861455555555557,20.61802833333333,2983.6586433260395,120.47045951859955,7.23244343189895,1.8377399457400045,1.9296269430270048
203,PK215,2008,8.444391666666668,20.514409166666667,2981.4894957983192,120.32142857142856,11.759794136112927,2.445493005038921,2.5677676552908673
204,PK215,2009,7.46675,20.910591666666665,2987.00390625,119.109375,11.498148873347043,2.4102855479025593,2.5307998252976875
205,PK215,2010,8.232544444444445,20.9999225,2947.7572614107885,115.64522821576764,11.611149385231732,2.42543560007997,2.5467073800839684
206,PK215,2011,7.293072222222223,20.724895,2957.92259414226,117.52719665271968,12.05242530736923,2.4845217330747595,2.6087478197284977
207,PK215,2012,7.056155555555556,20.05353583333333,2974.3297413793102,119.21120689655172,11.976936828297374,2.474357365422819,2.59807523369396
208,PK215,2013,8.870597222222223,20.652716666666667,2967.127155172414,116.41163793103448,10.809858740004895,2.317954434132576,2.433852155839205
209,PK215,2014,6.155055555555555,20.527867500000003,2973.113131313132,118.6969696969697,11.744300167864559,2.4434453101623785,2.5656175756704975
210,PK215,2015,7.537255555555556,20.559059166666668,3006.1066098081023,119.55863539445627,12.0479474694252,2.4839765373770146,2.6081753642458656
211,PK215,2016,8.622966666666667,21.414616666666664,2985.3758389261743,120.28187919463087,11.9345596083343,2.468667709205176,2.5921010946654346
212,PK215,2017,8.661883333333334,20.4173975,2969.108481262328,118.1577909270217,11.975928909158705,2.4742368680475892,2.597948711449969
213,PK215,2018,5.594763888888889,20.4173975,2958.949494949495,119.38383838383838,1.0239839906960724,1.004399808335739,1.054619798752526
214,PK215,2019,10.796269444444444,20.4173975,2959.0443037974683,117.30801687763712,11.9916662381649,2.476496320583546,2.6003211366127235
215,PK215,2020,8.973402777777778,20.4173975,2975.688524590164,118.70491803278688,7.836457734805345,1.918793147390461,2.014732804759984
216,PK215,2021,6.138127777777778,20.4173975,2973.113131313132,118.70491803278688,11.589390905475614,2.4226482744002094,2.54378068812022
217,PK215,2022,10.480619444444445,20.4173975,2973.113131313132,118.70491803278688,12.022151229095456,2.4803782626719517,2.6043971758055493
218,PK215,2023,8.784552777777778,20.4173975,2973.113131313132,118.70491803278688,11.98692881541252,2.4763467551177976,2.6001640928736873
219,PK215,2024,11.647642857142856,20.4173975,2973.113131313132,118.70491803278688,11.540006923693417,2.4166667542736984,2.5375000919873836
222,PK230,1983,3.797066666666667,19.61171833333333,2973.113131313132,118.70491803278688,12.180544606333969,2.5020342436088865,2.627135955789331
223,PK230,1984,2.9398500000000003,19.920436666666667,2973.113131313132,118.70491803278688,12.180609502536056,2.5020446371412546,2.6271468689983175
224,PK230,1985,3.1348416666666665,20.2429075,2973.113131313132,118.70491803278688,12.180577054435012,2.502039482625202,2.627141456756462
225,PK230,1986,2.799386111111111,19.5789925,2973.113131313132,118.70491803278688,12.180479710131882,2.5020253710812557,2.6271266396353186
226,PK230,1987,2.580763888888889,20.42715,2973.113131313132,118.70491803278688,12.180447262030839,2.502018526559944,2.6271194528879414
227,PK230,1988,4.080744444444445,20.858066666666662,2973.113131313132,118.70491803278688,12.18036614177823,2.5020085555288927,2.6271089833053374
228,PK230,1989,2.8495944444444445,19.541076666666665,2973.113131313132,118.70491803278688,12.18036614177823,2.5020085555288927,2.6271089833053374
229,PK230,1990,3.545994444444444,20.35334166666667,2973.113131313132,118.70491803278688,12.180495934182403,2.5020270610865203,2.6271284141408464
230,PK230,1991,2.7155388888888887,19.842869166666667,2973.113131313132,118.70491803278688,12.180544606333969,2.5020354266125704,2.627137197943199
